This file contains the values from configuration/version of the experiment in an excel file under columns "OCEAN 01--32". The excel file is "preprocessed files/OCEAN-Big-2.xlsx"
88016028	26
94408650	26
124254344	10
138381730	10
894808387	9
1574409936	10
1065776492	9
1588162976	10
1597898852	10
28086388	26
92256083	26
154030847	26
185097402	10
296319472	10
54673679	10
63080343	10
153168051	26
198253415	26
344000453	10
636675547	10
1619153983	25
43180458	10
137783313	10
360793798	10
548766597	26
1341425636	10
1704664106	9
1929809022	11
17806480	9
72771671	10
74776290	26
94069568	26
376879820	10
399972090	9
604430370	9
773726504	25
1174869060	26
95534983	9
111207064	10
133564039	9
269672755	26
1503230466	9
1662604596	9
43124735	26
563896772	10
1021825579	10
1705069327	10
1711830224	10
86561338	10
106979496	9
121158213	26
123530812	9
286549547	9
75746259	26
102717436	9
277245931	1
502786642	26
1513445378	9
1597816304	10
1629673561	9
1705075597	10
1969317824	10
69523626	10
395406805	17
704824094	10
1715603816	10
241101712	10
822909908	1
1610783240	10
79989142	26
88595898	9
89492277	26
97003228	26
1082215110	9
1109692266	9
1113049489	9
1162729628	12
115592426	10
118618498	1
132547999	26
146847270	10
238065021	9
258032705	26
317067899	9
357100696	9
519623407	10
1115772350	10
1280945942	9
1879824925	1
14128489	10
17453539	10
96797152	25
832909142	9
1293856740	26
1399037016	10
1456100773	26
1549000093	9
1579470715	9
1602863232	10
74984870	1
86331810	10
123491530	25
337065278	10
1175172799	26
1413038280	9
70113736	9
1559734404	9
1597795844	10
1841481014	9
81805884	10
144150511	10
162329057	10
320201775	10
961054086	10
1159230427	10
41157733	12
77913591	9
132576117	26
261216913	10
1171262540	26
30174676	26
50708133	10
80378256	10
107985062	10
120373248	9
123903674	10
131251989	10
301032173	9
465163515	10
1592132784	10
1620882618	9
1670289014	9
149023304	26
298938630	9
419433537	10
622062599	10
943068600	10
1496392568	10
1527751369	10
1704816942	10
71318122	9
76674373	10
115283358	25
193171372	9
1052284369	26
1404633632	1
1563553934	26
1592142024	9
19760270	26
29190592	9
75983757	9
78841239	10
116150073	10
1588157882	10
543207920	10
1231484029	9
1322911999	10
1871304199	26
61673391	1
197369098	11
607935619	10
710515212	9
1026130310	9
37928303	10
94343337	25
95655914	9
101701599	25
108330046	9
140822402	9
210500967	10
316546858	9
83874206	26
90817644	10
125878286	10
134141933	9
283516719	10
376075938	10
1200761106	26
1322771024	26
44565895	9
124204931	26
1563896917	18
73133761	10
88134490	9
94801966	9
138057436	9
150388277	10
161740619	9
445625990	9
1177894657	26
1592219599	10
1705072807	10
100392687	25
313783592	9
1704887563	10
1868708995	26
51657858	9
147696538	10
173064517	10
237403907	9
320149531	9
1478186630	10
1485825918	10
1493858515	10
1705100804	10
159402539	26
309543030	9
367766733	9
472979726	10
1342399172	10
1610799324	10
83763291	10
122105884	25
361913249	26
416638715	10
556238124	10
9909452	12
44148509	9
75203957	9
89142444	10
254405503	10
1401650874	10
1539236653	1
121068574	9
140308818	10
153383005	9
159389237	9
164970757	9
185232418	11
1329783578	9
40671414	26
41567638	9
137606960	26
239269162	26
324991510	10
366247774	10
619588289	9
906176959	10
1228758266	10
1352734856	9
1368782430	10
1718010674	10
14905139	10
45261768	25
56096879	10
103796498	10
171355483	10
1033997960	1
1413087770	9
1534328886	9
1899321416	10
46178290	10
104457825	1
138602218	10
212498477	10
214020805	10
411682714	10
773332458	10
1522932060	10
70183588	9
77221011	10
117466356	26
121224743	26
135092917	10
357234722	10
1175183929	26
1435942711	26
1895399130	9
1978602440	26
28857564	26
129747368	9
313479710	9
327191499	9
355954520	10
355989081	25
484955678	9
605640136	10
813355915	10
1198632541	10
119363955	10
162068419	9
170215458	9
170670625	9
258385252	9
282000483	10
328970145	9
796286414	10
1705077800	10
1715593603	10
48047398	9
63645078	10
98816334	10
142197895	9
142624406	26
161649479	9
605543984	10
1175322180	26
1704830576	10
1896960258	9
50338130	25
72003363	10
101194270	10
142547063	10
256556336	10
348674113	26
480506002	9
1174666722	10
1711850071	10
4001151	18
24063332	10
116152001	26
129717292	10
